# samples,smse,msll,nlpd,rmse,mae
300.00000000,0.22324673,-0.56951214,4.77266845,23.89103304,16.21299378
300.00000000,0.22019932,-0.59011759,4.75206300,23.72741166,16.07253857
300.00000000,0.21702736,-0.61089049,4.73129010,23.55589524,15.93339420
300.00000000,0.21368700,-0.63199829,4.71018229,23.37391300,15.80519130
300.00000000,0.21011885,-0.65367962,4.68850096,23.17794238,15.67588258
300.00000000,0.20627913,-0.67609406,4.66608652,22.96518903,15.53718906
300.00000000,0.20215314,-0.69926774,4.64291285,22.73435400,15.39010016
300.00000000,0.19778388,-0.72297020,4.61921038,22.48732603,15.24864111
300.00000000,0.19327334,-0.74672385,4.59545674,22.22943134,15.11119335
300.00000000,0.18876052,-0.76991424,4.57226634,21.96837612,14.97501266
300.00000000,0.18439076,-0.79192901,4.55025157,21.71260607,14.85538510
300.00000000,0.18028815,-0.81227521,4.52990537,21.46969958,14.75677571
300.00000000,0.17654263,-0.83062788,4.51155271,21.24551071,14.67292672
300.00000000,0.17320841,-0.84682904,4.49535155,21.04393060,14.59704774
300.00000000,0.17030050,-0.86089309,4.48128749,20.86653464,14.53281518
300.00000000,0.16778630,-0.87302982,4.46915077,20.71193225,14.49476744
300.00000000,0.16558531,-0.88363177,4.45854882,20.57563668,14.45644388
300.00000000,0.16369834,-0.89278938,4.44939120,20.45806280,14.41904124
300.00000000,0.16255037,-0.89861646,4.44356412,20.38620379,14.39687590
300.00000000,0.16143784,-0.90415993,4.43802066,20.31631992,14.37124909
300.00000000,0.16030149,-0.90968153,4.43249906,20.24469113,14.34003838
300.00000000,0.15914111,-0.91517928,4.42700130,20.17128512,14.30383611
300.00000000,0.15796032,-0.92063812,4.42154246,20.09631283,14.26711331
300.00000000,0.15676729,-0.92602715,4.41615343,20.02027806,14.22788903
300.00000000,0.15558696,-0.93125755,4.41092304,19.94476696,14.19142917
300.00000000,0.15442052,-0.93632569,4.40585489,19.86986331,14.15412264
300.00000000,0.15327930,-0.94119359,4.40098699,19.79630435,14.11596530
300.00000000,0.15217549,-0.94582189,4.39635869,19.72489598,14.07464375
300.00000000,0.15111857,-0.95018238,4.39199820,19.65627795,14.03124012
300.00000000,0.15011454,-0.95426027,4.38792031,19.59087139,13.98814338
300.00000000,0.14917164,-0.95802770,4.38415289,19.52924724,13.94470255
300.00000000,0.14856599,-0.96047683,4.38170376,19.48956203,13.91718650
300.00000000,0.14795698,-0.96289138,4.37928921,19.44957438,13.88777910
300.00000000,0.14733219,-0.96531535,4.37686523,19.40846542,13.85694041
300.00000000,0.14670355,-0.96770568,4.37447491,19.36701499,13.82621103
300.00000000,0.14607745,-0.97004154,4.37213905,19.32564362,13.79721512
300.00000000,0.14545946,-0.97230456,4.36987602,19.28472101,13.76721504
300.00000000,0.14485386,-0.97448165,4.36769893,19.24453449,13.73776929
300.00000000,0.14426432,-0.97656245,4.36561814,19.20533263,13.70721811
300.00000000,0.14369429,-0.97853782,4.36364277,19.16735235,13.67638257
300.00000000,0.14314724,-0.98039911,4.36178147,19.13083197,13.64575815
300.00000000,0.14262664,-0.98213799,4.36004260,19.09601262,13.61580671
300.00000000,0.14213589,-0.98374667,4.35843391,19.06313183,13.58778809
300.00000000,0.14167818,-0.98521839,4.35696220,19.03241292,13.56291877
300.00000000,0.14125627,-0.98654778,4.35563280,19.00405369,13.54032834
300.00000000,0.14093352,-0.98752893,4.35465166,18.98232997,13.52352190
300.00000000,0.14073262,-0.98809391,4.35408667,18.96879605,13.51395945
300.00000000,0.14056247,-0.98854900,4.35363159,18.95732565,13.50588968
300.00000000,0.14041943,-0.98890967,4.35327092,18.94767718,13.49911773
300.00000000,0.14030234,-0.98918157,4.35299901,18.93977570,13.49362071
300.00000000,0.14020984,-0.98937079,4.35280979,18.93353117,13.48934933
300.00000000,0.14014039,-0.98948373,4.35269686,18.92884154,13.48623100
300.00000000,0.14009233,-0.98952694,4.35265364,18.92559558,13.48417351
300.00000000,0.14006391,-0.98950709,4.35267349,18.92367566,13.48306896
300.00000000,0.14005332,-0.98943080,4.35274978,18.92296014,13.48279805
300.00000000,0.14005873,-0.98930461,4.35287598,18.92332550,13.48323427
300.00000000,0.14007830,-0.98913489,4.35304569,18.92464809,13.48424813
300.00000000,0.14011025,-0.98892785,4.35325273,18.92680556,13.48571108
300.00000000,0.14015278,-0.98868943,4.35349115,18.92967799,13.48749907
300.00000000,0.14020417,-0.98842535,4.35375523,18.93314860,13.48949565
300.00000000,0.14026277,-0.98814107,4.35403952,18.93710435,13.49176909
300.00000000,0.14032694,-0.98784177,4.35433881,18.94143624,13.49422907
300.00000000,0.14039516,-0.98753241,4.35464818,18.94603959,13.49662011
300.00000000,0.14046593,-0.98721765,4.35496294,18.95081418,13.49887240
300.00000000,0.14053784,-0.98690191,4.35527868,18.95566461,13.50092959
300.00000000,0.14060956,-0.98658932,4.35559127,18.96050064,13.50281236
300.00000000,0.14067983,-0.98628372,4.35589686,18.96523778,13.50493637
300.00000000,0.14074749,-0.98598863,4.35619195,18.96979797,13.50752846
300.00000000,0.14081149,-0.98570721,4.35647338,18.97411045,13.50995328
300.00000000,0.14087090,-0.98544220,4.35673838,18.97811267,13.51199414
300.00000000,0.14092492,-0.98519594,4.35698464,18.98175115,13.51389177
300.00000000,0.14097290,-0.98497029,4.35721029,18.98498233,13.51544599
300.00000000,0.14101435,-0.98476663,4.35741396,18.98777316,13.51665915
300.00000000,0.14104894,-0.98458581,4.35759477,18.99010149,13.51759179
300.00000000,0.14107649,-0.98442822,4.35775237,18.99195612,13.51813503
300.00000000,0.14109700,-0.98429373,4.35788685,18.99333660,13.51831234
300.00000000,0.14111061,-0.98418178,4.35799880,18.99425269,13.51815113
300.00000000,0.14111949,-0.98408502,4.35809556,18.99485011,13.51773633
300.00000000,0.14112251,-0.98400727,4.35817332,18.99505376,13.51705763
300.00000000,0.14111970,-0.98394858,4.35823201,18.99486420,13.51613547
300.00000000,0.14111162,-0.98390711,4.35827347,18.99432050,13.51500550
300.00000000,0.14109893,-0.98388083,4.35829976,18.99346644,13.51370428
300.00000000,0.14108233,-0.98386757,4.35831302,18.99234913,13.51226873
300.00000000,0.14106255,-0.98386508,4.35831550,18.99101772,13.51073567
300.00000000,0.14104033,-0.98387113,4.35830946,18.98952207,13.50914130
300.00000000,0.14101641,-0.98388348,4.35829711,18.98791169,13.50752082
300.00000000,0.14099150,-0.98389999,4.35828060,18.98623465,13.50590794
300.00000000,0.14096629,-0.98391864,4.35826194,18.98453672,13.50433445
